"GeneID","GeneSymbol","GeneBiotype","Myometrim-55_12640","Myometrium-55_11564","Myometrium-55.11911","061919Myometrium","Myometrium-55_12745","Fibroid55-12906","Fibroid-55_12382","Fibroid-55_12640","Fibroid-55_12843","Fibroid061919"
"ENSG00000109906","ZBTB16","Gene",282,902,264,1956,1822,914,213,201,205,1138
"ENSG00000256947","RP11-64D24.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000166741","NNMT","Gene",792,3737,220,6512,355,1290,358,950,4898,2497
"ENSG00000256195","RP11-64D24.4","Gene",0,NA,0,0,0,1,0,0,3,0
"ENSG00000180425","C11orf71","Gene",56,371,76,209,27,68,51,55,231,163
"ENSG00000282682","C11orf71","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000076053","RBM7","Gene",153,648,153,539,58,171,121,106,411,171
"ENSG00000255663","RP11-212D19.4","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000076043","REXO2","Gene",284,1817,357,1624,183,955,434,461,2074,1045
"ENSG00000095110","NXPE1","Gene",0,0,0,2,1,4,0,1,0,2
"ENSG00000137634","NXPE4","Gene",0,0,0,1,0,2,0,0,2,0
"ENSG00000204361","NXPE2","Gene",1,1,0,1,0,6,1,1,1,1
"ENSG00000182985","CADM1","Gene",39,675,34,272,27,220,148,77,157,377
"ENSG00000256972","AP000462.3","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000255580","AP000462.2","Gene",0,NA,0,0,0,1,0,0,0,0
"ENSG00000256281","RP11-136I14.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000255689","RP11-136I14.5","Gene",0,NA,0,0,0,0,1,0,0,1
"ENSG00000255599","AP000997.1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000260254","AP000997.2","Gene",1,0,0,0,0,4,0,1,1,1
"ENSG00000256717","AP000797.3","Gene",0,NA,0,0,0,0,0,0,0,1
"ENSG00000246100","LINC00900","Gene",4,15,0,6,1,15,8,6,3,14
"ENSG00000257067","AP000797.4","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000236437","AP001891.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000237937","AP000770.1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000137656","BUD13","Gene",83,420,107,204,40,242,85,76,198,182
"ENSG00000226645","AP006216.10","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000109917","ZPR1","Gene",178,624,217,572,53,227,189,137,399,203
"ENSG00000110243","APOA5","Gene",0,0,0,0,2,0,0,0,0,1
"ENSG00000236267","AP006216.5","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000110244","APOA4","Gene",0,0,0,0,0,2,0,0,0,0
"ENSG00000110245","APOC3","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000118137","APOA1","Gene",5,56,14,5,8,127,5,6,56,58
"ENSG00000235910","APOA1-AS","Gene",2,9,0,0,1,6,1,1,2,5
"ENSG00000160584","SIK3","Gene",58,185,72,100,151,621,35,64,169,313
"ENSG00000224077","AP000936.4","Gene",1,NA,1,0,0,0,0,0,0,0
"ENSG00000168092","PAFAH1B2","Gene",199,819,130,527,107,947,128,153,638,523
"ENSG00000149577","SIDT2","Gene",151,390,184,260,111,1173,153,61,204,422
"ENSG00000149591","TAGLN","Gene",505,9547,1025,5040,3614,51073,806,3650,11472,21289
"ENSG00000160613","PCSK7","Gene",204,669,344,403,327,1683,386,265,555,1055
"ENSG00000167257","RNF214","Gene",104,431,122,260,66,284,117,90,247,252
"ENSG00000186318","BACE1","Gene",19,172,24,115,78,551,34,44,126,269
"ENSG00000278768","BACE1-AS","Gene",4,23,3,8,8,67,4,0,27,37
"ENSG00000110274","CEP164","Gene",132,675,105,334,280,1194,124,177,326,990
"ENSG00000250699","AP000892.4","Gene",1,NA,0,2,1,0,2,0,2,1
"ENSG00000177103","DSCAML1","Gene",4,6,5,18,25,86,1,8,8,114
"ENSG00000270403","RP11-35P15.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000137731","FXYD2","Gene",10,19,12,42,28,192,7,14,65,147
"ENSG00000254844","RP11-728F11.3","Gene",0,NA,0,0,0,1,0,0,0,0
"ENSG00000255245","FXYD6-FXYD2","Gene",1,6,1,1,0,6,0,1,3,5
"ENSG00000254528","RP11-728F11.4","Gene",7,NA,0,3,1,3,2,0,3,6
"ENSG00000137726","FXYD6","Gene",302,2109,154,1391,228,1790,310,364,1490,1015
"ENSG00000137747","TMPRSS13","Gene",2,12,4,4,2,3,1,1,1,7
"ENSG00000110324","IL10RA","Gene",647,511,785,404,131,92,813,208,353,279
"ENSG00000255274","TMPRSS4-AS1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000279906","AP002962.1","Gene",0,NA,0,0,0,1,0,0,0,0
"ENSG00000137648","TMPRSS4","Gene",0,201,87,68,0,2,7,0,1,115
"ENSG00000177098","SCN4B","Gene",4,37,1,9,5,33,2,9,21,49
"ENSG00000149575","SCN2B","Gene",1,5,5,6,0,47,11,0,4,34
"ENSG00000160593","JAML","Gene",288,279,226,210,55,60,173,66,236,432
"ENSG00000160588","MPZL3","Gene",74,155,56,152,16,28,20,22,109,113
"ENSG00000149573","MPZL2","Gene",242,2069,134,1346,70,207,53,205,1208,380
"ENSG00000198851","CD3E","Gene",934,1452,1050,821,377,455,3096,432,1571,2228
"ENSG00000167286","CD3D","Gene",290,580,404,422,96,296,1423,224,640,1244
"ENSG00000160654","CD3G","Gene",221,247,231,259,57,165,1026,126,329,496
"ENSG00000110344","UBE4A","Gene",212,772,206,450,154,1122,194,130,505,653
"ENSG00000254873","RP11-770J1.5","Gene",2,NA,2,2,0,2,3,2,9,5
"ENSG00000167283","ATP5L","Gene",1947,NA,2437,4479,558,1399,2711,1590,7140,3183
"ENSG00000255384","RP11-770J1.4","Gene",0,NA,0,1,0,2,0,1,2,6
"ENSG00000118058","KMT2A","Gene",237,1391,248,605,615,2072,240,237,789,1094
"ENSG00000255435","RP11-770J1.3","Gene",4,NA,1,6,1,3,2,2,6,2
"ENSG00000172425","TTC36","Gene",9,15,2,10,0,11,2,2,15,6
"ENSG00000149582","TMEM25","Gene",43,386,42,252,22,97,47,43,149,126
"ENSG00000118096","IFT46","Gene",33,198,22,120,25,226,45,46,137,333
"ENSG00000095139","ARCN1","Gene",227,688,217,464,102,716,225,155,529,405
"ENSG00000019144","PHLDB1","Gene",75,327,89,272,376,2526,169,204,544,1116
"ENSG00000255176","AP002954.3","Gene",0,NA,2,2,4,19,1,5,1,1
"ENSG00000118094","TREH","Gene",0,0,0,0,1,3,0,0,1,5
"ENSG00000255422","AP002954.4","Gene",0,NA,0,2,0,0,1,0,0,0
"ENSG00000110367","DDX6","Gene",368,1164,422,709,247,1891,501,309,795,949
"ENSG00000278376","RP11-158I9.8","Gene",22,NA,25,44,13,204,17,16,90,53
"ENSG00000160683","CXCR5","Gene",17,27,20,21,4,10,32,4,8,5
"ENSG00000245869","RP11-158I9.5","Gene",0,NA,0,1,2,127,0,1,3,6
"ENSG00000186174","BCL9L","Gene",80,321,94,100,94,509,101,95,182,235
"ENSG00000110375","UPK2","Gene",0,4,0,1,0,1,1,1,0,4
"ENSG00000176302","FOXR1","Gene",1,0,0,0,0,0,0,0,0,0
"ENSG00000255121","RP11-110I1.12","Gene",6,NA,14,20,4,28,12,9,18,33
"ENSG00000186166","CCDC84","Gene",79,351,94,189,210,950,53,93,221,542
"ENSG00000254428","RP11-110I1.11","Gene",0,NA,0,0,1,0,0,0,0,0
"ENSG00000118181","RPS25","Gene",8254,46728,6889,23201,2250,4283,10166,6471,24400,9109
"ENSG00000196655","TRAPPC4","Gene",188,1092,272,521,55,324,183,154,606,364
"ENSG00000137700","SLC37A4","Gene",33,283,45,124,13,131,44,27,148,136
"ENSG00000255114","RP11-110I1.6","Gene",0,NA,0,1,0,0,1,0,0,0
"ENSG00000149428","HYOU1","Gene",132,499,170,358,65,590,135,146,446,325
"ENSG00000271751","RP11-110I1.14","Gene",0,NA,0,0,1,1,0,0,0,0
"ENSG00000272186","RP11-110I1.13","Gene",11,NA,18,26,3,53,15,8,30,37
"ENSG00000160695","VPS11","Gene",77,484,98,203,39,185,110,58,211,166
"ENSG00000256269","HMBS","Gene",37,152,47,72,26,210,48,35,154,103
"ENSG00000188486","H2AFX","Gene",410,1267,263,973,74,183,349,180,678,487
"ENSG00000172269","DPAGT1","Gene",98,558,140,364,51,335,98,85,366,344
"ENSG00000172375","C2CD2L","Gene",18,80,27,66,24,224,29,36,58,138
"ENSG00000172273","HINFP","Gene",46,205,53,115,33,283,62,43,143,220
"ENSG00000172350","ABCG4","Gene",0,0,0,1,2,17,0,2,3,16
"ENSG00000160703","NLRX1","Gene",30,299,48,99,32,252,49,39,172,193
"ENSG00000172367","PDZD3","Gene",1,4,0,1,2,2,1,2,0,6
"ENSG00000248712","CCDC153","Gene",15,68,4,36,13,61,3,7,43,215
"ENSG00000110395","CBL","Gene",151,400,110,174,93,425,120,144,304,203
"ENSG00000076706","MCAM","Gene",173,1434,59,663,543,1814,56,261,1148,697
"ENSG00000173456","RNF26","Gene",38,349,63,116,20,132,76,42,144,103
"ENSG00000245385","RP11-334E6.10","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000223953","C1QTNF5","Gene",10,252,1,144,4,31,12,20,117,43
"ENSG00000235718","MFRP","Gene",0,0,0,1,0,4,0,0,1,3
"ENSG00000036672","USP2","Gene",11,43,8,31,10,39,4,6,16,54
"ENSG00000254740","RP11-334E6.3","Gene",0,NA,0,0,0,0,0,0,0,2
"ENSG00000245248","USP2-AS1","Gene",0,6,1,11,13,14,0,3,1,54
"ENSG00000154096","THY1","Gene",479,1267,122,2304,117,1886,149,544,2386,749
"ENSG00000254561","RP11-196E1.3","Gene",0,NA,0,0,2,4,0,0,1,3
"ENSG00000110400","PVRL1","Gene",4,NA,7,7,4,87,17,13,42,49
"ENSG00000255247","CTD-2523D13.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000254854","CTD-2523D13.2","Gene",0,NA,0,2,0,5,0,0,3,3
"ENSG00000254863","RP11-831A10.2","Gene",0,NA,0,1,0,0,0,0,0,1
"ENSG00000255216","RP11-831A10.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000137699","TRIM29","Gene",1,5,8,13,6,60,1,4,12,69
"ENSG00000176984","AP000679.2","Gene",0,NA,0,1,0,0,0,1,6,1
"ENSG00000184232","OAF","Gene",81,222,73,256,47,252,95,146,884,223
"ENSG00000137709","POU2F3","Gene",0,3,0,1,3,5,0,0,0,4
"ENSG00000259541","RP11-778O17.4","Gene",0,NA,0,0,1,2,0,0,0,0
"ENSG00000181264","TMEM136","Gene",21,170,17,115,47,208,10,30,178,169
"ENSG00000196914","ARHGEF12","Gene",102,778,124,462,459,2179,77,251,822,1155
"ENSG00000149403","GRIK4","Gene",5,5,24,16,3,11,15,6,18,23
"ENSG00000250493","RP11-640N11.2","Gene",2,NA,0,2,0,1,0,5,1,7
"ENSG00000154114","TBCEL","Gene",21,101,28,59,46,318,44,27,89,194
"ENSG00000109927","TECTA","Gene",1,4,0,1,10,14,2,7,6,24
"ENSG00000109929","SC5D","Gene",166,342,81,368,26,239,138,61,232,171
"ENSG00000246790","RP11-730K11.1","Gene",2,NA,6,3,0,2,6,0,3,4
"ENSG00000137642","SORL1","Gene",277,449,433,201,103,74,419,113,241,340
"ENSG00000259571","BLID","Gene",0,0,0,1,1,24,2,0,4,18
"ENSG00000255090","MIR100HG","Gene",5,NA,4,12,11,51,18,2,19,60
"ENSG00000255015","RP11-716H6.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000255219","RP11-716H6.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000154127","UBASH3B","Gene",55,136,59,111,14,45,53,34,70,83
"ENSG00000109943","CRTAM","Gene",123,104,32,54,11,5,129,22,58,28
"ENSG00000109944","C11orf63","Gene",24,NA,12,87,11,18,32,9,49,71
"ENSG00000188909","BSX","Gene",0,0,0,0,1,0,0,0,0,1
"ENSG00000109971","HSPA8","Gene",8724,13250,8398,14330,1679,1906,5055,3319,8875,7599
"ENSG00000166250","CLMP","Gene",1,70,40,78,166,609,44,31,59,402
"ENSG00000254710","CTD-2216M2.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000254823","RP11-109E10.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000023171","GRAMD1B","Gene",15,42,10,11,8,11,7,15,10,26
"ENSG00000166257","SCN3B","Gene",36,149,20,277,17,83,38,91,327,33
"ENSG00000254467","RP11-634B22.4","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000166261","ZNF202","Gene",20,124,22,72,19,127,21,22,65,82
"ENSG00000221931","OR6X1","Gene",0,0,0,0,0,0,0,0,0,2
"ENSG00000196099","OR6M1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000204300","TMEM225","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000181518","OR8D4","Gene",0,0,0,0,2,0,0,0,0,0
"ENSG00000171014","OR4D5","Gene",0,0,0,0,0,1,0,0,0,0
"ENSG00000181499","OR6T1","Gene",0,0,0,0,0,2,0,0,0,0
"ENSG00000196248","OR10S1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000198674","OR10G6","Gene",0,0,0,0,0,0,0,0,1,0
"ENSG00000254737","OR10G4","Gene",0,0,0,0,0,1,0,0,0,0
"ENSG00000236981","OR10G9","Gene",0,0,0,0,0,1,0,0,0,0
"ENSG00000234560","OR10G8","Gene",0,0,0,0,0,0,0,0,0,1
"ENSG00000182634","OR10G7","Gene",0,0,0,0,0,2,0,0,0,0
"ENSG00000110002","VWA5A","Gene",65,368,58,127,23,86,42,31,101,135
"ENSG00000197309","OR10D3","Gene",0,0,0,0,0,0,0,0,1,0
"ENSG00000197849","OR8G1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000255298","OR8G5","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000196341","OR8D1","Gene",0,0,0,0,0,0,0,0,1,0
"ENSG00000197263","OR8D2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000204293","OR8B2","Gene",0,NA,0,0,0,0,0,0,0,2
"ENSG00000196661","OR8B3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000198657","OR8B4","Gene",0,NA,0,0,0,0,0,1,0,0
"ENSG00000197125","OR8B8","Gene",0,0,0,0,0,0,0,0,0,2
"ENSG00000170953","OR8B12","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000196119","OR8A1","Gene",0,0,0,0,0,0,0,0,0,1
"ENSG00000154143","PANX3","Gene",0,0,0,0,0,0,0,0,0,1
"ENSG00000154144","TBRG1","Gene",427,1559,561,1027,191,648,633,293,958,804
"ENSG00000110013","SIAE","Gene",27,324,11,157,17,74,31,52,140,113
"ENSG00000064199","SPA17","Gene",15,68,25,84,11,22,25,13,55,268
"ENSG00000154146","NRGN","Gene",89,729,55,732,49,106,69,74,625,89
"ENSG00000255045","RP11-677M14.2","Gene",2,NA,2,5,0,0,5,0,2,7
"ENSG00000019102","VSIG2","Gene",1,118,15,26,9,69,0,7,27,97
"ENSG00000149564","ESAM","Gene",604,8317,157,4652,128,302,187,693,3770,676
"ENSG00000250073","RP11-677M14.3","Gene",9,NA,4,29,1,5,1,5,45,3
"ENSG00000120458","MSANTD2","Gene",22,160,40,118,56,295,41,32,95,192
"ENSG00000279342","AP000866.1","Gene",2,NA,0,3,4,36,0,1,8,16
"ENSG00000245498","RP11-677M14.7","Gene",4,NA,14,24,11,16,3,9,19,37
"ENSG00000154134","ROBO3","Gene",86,415,63,311,28,257,29,63,402,258
"ENSG00000254568","RP11-664I21.5","Gene",0,NA,0,0,0,0,0,1,0,1
"ENSG00000154133","ROBO4","Gene",183,2882,53,1516,123,322,118,312,1448,405
"ENSG00000254943","RP11-664I21.6","Gene",5,NA,0,9,0,0,1,2,7,3
"ENSG00000165478","HEPACAM","Gene",0,1,0,0,0,2,1,0,0,3
"ENSG00000221932","HEPN1","Gene",0,0,0,1,0,2,0,0,1,2
"ENSG00000149548","CCDC15","Gene",11,41,22,35,10,44,14,8,43,32
"ENSG00000134955","SLC37A2","Gene",89,53,67,72,18,19,35,23,44,33
"ENSG00000150433","TMEM218","Gene",76,539,85,297,38,276,108,72,410,265
"ENSG00000255475","RP11-687M24.4","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000254880","PKNOX2-AS1","Gene",0,0,0,0,0,1,0,0,0,4
"ENSG00000165495","PKNOX2","Gene",1,11,1,5,10,55,0,2,7,60
"ENSG00000254932","RP11-687M24.8","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000149557","FEZ1","Gene",118,243,206,145,35,178,143,83,499,89
"ENSG00000255537","AP000708.1","Gene",3,NA,0,0,0,1,0,2,0,2
"ENSG00000149547","EI24","Gene",152,1492,237,726,71,1086,176,230,1305,622
"ENSG00000254671","STT3A-AS1","Gene",0,3,1,1,0,0,0,0,0,3
"ENSG00000134910","STT3A","Gene",200,1230,238,774,84,637,276,156,806,461
"ENSG00000149554","CHEK1","Gene",9,38,8,19,3,161,13,30,46,44
"ENSG00000134940","ACRV1","Gene",0,0,0,0,0,2,0,1,0,2
"ENSG00000171053","PATE1","Gene",0,0,0,0,0,1,0,0,0,1
"ENSG00000196844","PATE2","Gene",0,2,0,0,0,9,0,0,1,4
"ENSG00000236027","PATE3","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000237353","PATE4","Gene",0,0,0,0,0,0,0,0,1,0
"ENSG00000260209","RP11-680F20.10","Gene",0,NA,0,1,1,8,0,0,0,2
"ENSG00000198331","HYLS1","Gene",14,62,32,39,10,55,26,22,50,34
"ENSG00000110060","PUS3","Gene",38,256,48,150,16,56,51,41,122,55
"ENSG00000255027","RP11-680F20.9","Gene",0,NA,0,0,0,3,0,0,1,3
"ENSG00000109832","DDX25","Gene",0,7,0,5,1,6,0,0,1,2
"ENSG00000255124","RP11-680F20.5","Gene",0,NA,0,0,0,0,0,0,0,1
"ENSG00000254790","RP11-680F20.4","Gene",0,NA,0,0,0,0,0,0,0,1
"ENSG00000254967","RP11-680F20.6","Gene",1,NA,0,2,2,18,0,3,7,6
"ENSG00000064309","CDON","Gene",8,60,23,51,86,535,5,27,112,286
"ENSG00000264299","RP11-680F20.12","Gene",0,NA,0,0,0,1,0,0,0,0
"ENSG00000261257","RP11-673E11.2","Gene",0,NA,0,0,0,8,0,0,0,4
"ENSG00000254833","RP11-50B3.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000165526","RPUSD4","Gene",57,383,53,185,35,161,54,70,160,151
"ENSG00000254694","RP11-50B3.4","Gene",0,NA,0,0,1,10,1,1,5,21
"ENSG00000197798","FAM118B","Gene",91,393,86,253,29,182,77,83,257,137
"ENSG00000182934","SRPRA","Gene",419,1914,571,1238,152,668,677,240,969,714
"ENSG00000110074","FOXRED1","Gene",67,347,80,127,64,524,63,77,140,402
"ENSG00000150455","TIRAP","Gene",29,113,39,48,10,85,36,17,72,52
"ENSG00000254905","RP11-712L6.7","Gene",0,NA,0,0,0,0,1,0,0,0
"ENSG00000255062","RP11-712L6.5","Gene",6,NA,0,12,3,6,1,3,28,12
"ENSG00000110063","DCPS","Gene",118,506,246,291,47,136,197,119,360,194
"ENSG00000280832","ST3GAL4-AS1","Gene",23,NA,42,29,6,30,25,21,59,49
"ENSG00000110080","ST3GAL4","Gene",65,338,135,149,31,68,102,49,235,73
"ENSG00000149571","KIRREL3","Gene",1,2,1,1,2,2,0,0,1,3
"ENSG00000257271","KIRREL3-AS1","Gene",0,0,0,0,0,0,0,0,0,1
"ENSG00000254607","RP11-115C10.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000254938","RP11-688I9.4","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000254960","KIRREL3-AS2","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000255317","RP11-688I9.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000218109","KIRREL3-AS3","Gene",0,0,0,0,2,0,0,0,0,0
"ENSG00000255546","RP11-168K9.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000255087","RP11-168K9.2","Gene",0,NA,0,0,0,1,0,0,0,0
"ENSG00000272981","CTD-2234N14.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000272642","CTD-2234N14.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000273409","RP11-480C22.1","Gene",0,NA,0,0,0,3,4,14,0,7
"ENSG00000273415","RP11-702B10.2","Gene",0,NA,0,0,0,1,0,0,0,0
"ENSG00000272575","RP11-702B10.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000134954","ETS1","Gene",502,1300,483,990,172,510,941,293,1274,658
"ENSG00000254588","RP11-1007G5.2","Gene",0,NA,0,0,0,0,0,0,1,0
"ENSG00000270160","RP11-264E20.2","Gene",0,NA,0,0,0,1,0,0,0,2
"ENSG00000255465","RP11-264E20.1","Gene",0,NA,0,0,0,0,0,0,1,1
"ENSG00000245008","RP11-744N12.3","Gene",0,NA,0,1,0,0,1,2,3,0
"ENSG00000151702","FLI1","Gene",618,3305,732,1257,183,208,657,433,1216,328
"ENSG00000254703","SENCR","Gene",45,213,31,176,12,16,22,48,158,30
"ENSG00000151704","KCNJ1","Gene",1,2,0,0,2,0,1,1,1,0
"ENSG00000120457","KCNJ5","Gene",19,9,11,9,0,9,4,11,15,4
"ENSG00000174370","C11orf45","Gene",10,4,3,4,0,4,1,6,10,5
"ENSG00000120471","TP53AIP1","Gene",0,3,0,9,0,4,1,0,0,116
"ENSG00000134909","ARHGAP32","Gene",20,109,28,50,103,651,14,39,97,635
"ENSG00000043039","BARX2","Gene",0,4,2,6,1,2,0,1,0,25
"ENSG00000281386","RP11-237N19.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000281097","LINC01395","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000151715","TMEM45B","Gene",2,17,11,13,0,1,4,0,2,86
"ENSG00000170322","NFRKB","Gene",51,311,60,122,82,498,54,37,142,386
"ENSG00000170325","PRDM10","Gene",23,61,30,43,40,130,26,17,47,88
"ENSG00000233220","LINC00167","Gene",0,11,4,10,1,2,1,1,2,14
"ENSG00000084234","APLP2","Gene",999,4090,721,2432,488,2395,791,835,3688,2016
"ENSG00000149418","ST14","Gene",24,156,94,29,1,4,13,2,13,92
"ENSG00000196323","ZBTB44","Gene",114,525,105,209,123,983,140,107,451,711
"ENSG00000175773","RP11-121M22.1","Gene",6,NA,4,3,0,3,4,0,3,7
"ENSG00000134917","ADAMTS8","Gene",1,10,0,11,8,114,6,10,24,50
"ENSG00000166106","ADAMTS15","Gene",2,15,4,15,7,51,5,16,82,26
"ENSG00000175728","C11orf44","Gene",1,0,0,0,1,2,0,0,2,1
"ENSG00000254842","RP11-890B15.2","Gene",0,NA,0,1,0,0,0,1,0,0
"ENSG00000255455","RP11-890B15.3","Gene",1,NA,1,12,10,144,3,7,32,91
"ENSG00000120451","SNX19","Gene",80,384,80,205,128,820,67,110,267,402
"ENSG00000236129","AP002856.4","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000227125","AP002856.6","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000237612","AP002856.7","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000231698","AP002856.5","Gene",0,NA,0,0,0,0,0,0,0,1
"ENSG00000182667","NTM","Gene",9,11,5,27,7,70,30,35,29,35
"ENSG00000237654","AP003025.2","Gene",0,0,0,0,0,0,0,1,0,1
"ENSG00000236082","RP11-217L21.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000224795","NTM-AS1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000238117","AP004372.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000224700","RP11-697E14.2","Gene",0,NA,0,0,0,0,0,0,0,1
"ENSG00000183715","OPCML","Gene",4,106,1,25,2,2,0,1,7,5
"ENSG00000255258","RP11-448P19.1","Gene",0,NA,0,0,0,0,0,0,0,2
"ENSG00000166118","SPATA19","Gene",1,0,0,0,0,0,0,0,0,0
"ENSG00000080854","IGSF9B","Gene",8,13,5,6,76,215,1,8,12,114
"ENSG00000255406","RP11-713P17.5","Gene",0,NA,0,0,0,0,0,0,0,4
"ENSG00000204241","RP11-713P17.3","Gene",1,NA,3,8,1,15,0,8,1,22
"ENSG00000254648","RP11-713P17.4","Gene",1,NA,0,2,0,8,1,3,0,10
"ENSG00000166086","JAM3","Gene",64,424,47,357,91,781,85,72,164,296
"ENSG00000151503","NCAPD3","Gene",49,186,75,106,39,193,78,40,131,173
"ENSG00000255348","RP11-700F16.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000151502","VPS26B","Gene",195,675,275,329,129,594,312,171,422,495
"ENSG00000151500","THYN1","Gene",219,1318,262,654,72,362,244,179,766,449
"ENSG00000151498","ACAD8","Gene",53,386,81,162,48,289,59,63,195,254
"ENSG00000166105","GLB1L3","Gene",1,0,0,7,39,1213,1,50,10,145
"ENSG00000149328","GLB1L2","Gene",2,39,14,35,349,5682,12,296,78,876
"ENSG00000109956","B3GAT1","Gene",3,5,12,3,2,92,36,7,21,58
"ENSG00000254573","AP004550.1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000254989","RP11-469N6.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000255344","RP11-469N6.2","Gene",0,NA,0,0,0,1,0,0,0,0
"ENSG00000251226","RP11-469N6.1","Gene",0,NA,0,0,1,0,0,1,1,1
"ENSG00000255327","RP11-555G19.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000255512","AP005135.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000260370","RP11-631M21.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000261456","TUBB8","Gene",1,2,1,0,0,11,1,0,1,8
"ENSG00000015171","ZMYND11","Gene",129,816,175,491,143,1260,136,150,546,604
"ENSG00000151240","DIP2C","Gene",39,237,50,123,256,777,42,90,130,408
"ENSG00000233021","RP11-490E15.2","Gene",0,NA,0,0,0,0,0,0,0,2
"ENSG00000225140","RP11-809C18.3","Gene",0,NA,0,1,0,0,0,1,2,2
"ENSG00000180525","PRR26","Gene",3,20,5,15,15,87,0,16,20,51
"ENSG00000231601","RP11-164C1.2","Gene",0,NA,0,0,0,1,0,0,0,0
"ENSG00000107929","LARP4B","Gene",74,366,96,186,136,721,88,90,251,501
"ENSG00000229869","RP11-363N22.2","Gene",0,NA,0,0,0,1,0,0,1,0
"ENSG00000107937","GTPBP4","Gene",139,637,131,503,104,360,130,118,359,306
"ENSG00000148377","IDI2","Gene",0,1,0,0,0,1,0,1,0,0
"ENSG00000232656","IDI2-AS1","Gene",2,6,2,11,1,3,5,1,5,5
"ENSG00000067064","IDI1","Gene",603,979,412,1221,132,469,431,257,677,522
"ENSG00000047056","WDR37","Gene",119,355,113,170,73,200,116,86,224,196
"ENSG00000229205","LINC00200","Gene",0,1,6,1,0,0,0,0,0,2
"ENSG00000185736","ADARB2","Gene",8,14,1,4,2,6,2,11,8,38
"ENSG00000205696","ADARB2-AS1","Gene",0,0,0,0,0,1,0,0,0,0
"ENSG00000234962","LINC00700","Gene",0,0,0,0,0,1,0,0,0,0
"ENSG00000226694","RP11-69C17.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000227912","RP11-69C17.3","Gene",0,NA,0,0,0,0,0,0,0,1
